Title,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Engine (cc),URL
Audi A3 2018 Car (Used),"Rs. 14,500,000",,,,,,,,https://riyasewana.com/buy/audi-a3-sale-malabe-11239121
Toyota 110 2008 Car (Used),"Rs. 4,200,000",,,,,,,,https://riyasewana.com/buy/toyota-110-sale-kadawatha-11235376
Mercedes-Benz C180 2018 Car (Used),"Rs. 17,800,000",,,,,,,,https://riyasewana.com/buy/mercedes-benz-c180-sale-kadawatha-11235374
Toyota Premio 2018 Car (Used),"Rs. 14,300,000",,,,,,,,https://riyasewana.com/buy/toyota-premio-sale-marawila-11235364
Audi A4 2.0 Turbo 2013 Car (Used),"Rs. 11,450,000",,,,,,,,https://riyasewana.com/buy/audi-a4-2-0-sale-hanwella-11235363
Toyota Vitz 2008 Car (Used),"Rs. 5,295,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-piliyandala-11235355
Toyota KE72 1986 Car (Used),"Rs. 1,090,000",,,,,,,,https://riyasewana.com/buy/toyota-ke72-sale-ratnapura-11235352
Micro Panda 2012 Car (Used),"Rs. 2,795,000",,,,,,,,https://riyasewana.com/buy/micro-panda-sale-gampaha-11235349
Honda CIVIC EX 2017 Car (Used),"Rs. 13,900,000",,,,,,,,https://riyasewana.com/buy/honda-civic-ex-sale-kelaniya-11235340
Hyundai Accent GLM 2003 Car (Used),"Rs. 3,000,000",,,,,,,,https://riyasewana.com/buy/hyundai-accent-glm-sale-gampaha-11235336
Suzuki SWIFT 2003 Car (Used),"Rs. 4,285,000",,,,,,,,https://riyasewana.com/buy/suzuki-swift-sale-ratnapura-11235327
Suzuki A-Star 2011 Car (Used),"Rs. 4,090,000",,,,,,,,https://riyasewana.com/buy/suzuki-a-star-sale-kadawatha-11235329
Daihatsu Mira X Limited 2025 Car Unregistered (Recondition),"Rs. 6,750,000",,,,,,,,https://riyasewana.com/buy/daihatsu-mira-x-sale-battaramulla-11235322
BMW 530e 2017 Car (Used),"Rs. 27,800,000",,,,,,,,https://riyasewana.com/buy/bmw-530e-sale-kurunegala-11235320
Suzuki Alto Lxi Sport 2011 Car (Used),"Rs. 3,250,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-lxi-sale-gampaha-11235315
Mazda Familia 2000 Car (Used),"Rs. 3,450,000",,,,,,,,https://riyasewana.com/buy/mazda-familia-sale-hanwella-11235311
Suzuki Alto VXI 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-vxi-sale-vavuniya-11235301
Toyota Allion 260 G Plus 2013 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-allion-260-sale-kandy-11235290
Nissan FB15 2002 Car (Used),"Rs. 4,795,000",,,,,,,,https://riyasewana.com/buy/nissan-fb15-sale-polonnaruwa-11235295
Suzuki Maruti 2007 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-polonnaruwa-11235287
Mitsubishi Lancer L Light 1975 Car (Used),"Rs. 785,000",,,,,,,,https://riyasewana.com/buy/mitsubishi-lancer-l-sale-negombo-11235299
Micro Rodius 2017 Car (Used),"Rs. 2,975,000",,,,,,,,https://riyasewana.com/buy/micro-rodius-sale-homagama-11235291
Suzuki Spacia Custom Edition 2025 Car (Used),"Rs. 9,275,000",,,,,,,,https://riyasewana.com/buy/suzuki-spacia-custom-sale-ja-ela-11235276
Suzuki ALTO 2015 Car (Used),"Rs. 3,675,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-homagama-11235264
Peugeot 206 2005 Car (Used),"Rs. 1,275,000",,,,,,,,https://riyasewana.com/buy/peugeot-206-sale-homagama-11235269
Toyota Sprinter AE110 1997 Car (Used),"Rs. 4,175,000",,,,,,,,https://riyasewana.com/buy/toyota-sprinter-ae110-sale-negombo-11235263
Mercedes-Benz CLA 180 AMG Line 2018 Car (Used),"Rs. 18,750,000",,,,,,,,https://riyasewana.com/buy/mercedes-benz-cla-180-sale-ja-ela-11235259
BYD ATTO 3 ADVANCE 2025 Car (Used),"Rs. 15,000,000",,,,,,,,https://riyasewana.com/buy/byd-atto-3-sale-gampaha-11235255
Toyota Aqua 2015 Car (Used),"Rs. 8,300,000",,,,,,,,https://riyasewana.com/buy/toyota-aqua-sale-colombo-11235244
Toyota Axio WXB Fielder 2016 Car (Used),"Rs. 11,490,000",,,,,,,,https://riyasewana.com/buy/toyota-axio-wxb-sale-ja-ela-11235252
Toyota Prius 2nd Generation 2008 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-prius-2nd-sale-homagama-11235258
Micro Panda 1.0 2016 Car (Used),"Rs. 2,985,000",,,,,,,,https://riyasewana.com/buy/micro-panda-1-0-sale-chilaw-11235242
Suzuki Wagon R Stingray 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-11235233
Suzuki Alto Sport 2012 Car (Used),"Rs. 2,850,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-sport-sale-ja-ela-11235232
Suzuki Wagon R Custom Hybrid ZX 2024 Car Unregistered (Recondition),"Rs. 8,300,000",Suzuki,Wagon R Custom Hybrid ZX,2024,3300,Automatic,Hybrid,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-11221946
Nissan Almera EL 2025 Car Unregistered (Recondition),"Rs. 13,000,000",,,,,,,,https://riyasewana.com/buy/nissan-almera-el-sale-gampaha-11235210
Micro Mx7 Mark 2 2015 Car (Used),"Rs. 3,695,000",,,,,,,,https://riyasewana.com/buy/micro-mx7-mark-sale-kadawatha-11235206
Daihatsu Mira L Grade 2025 Car Unregistered (Recondition),"Rs. 6,270,000",,,,,,,,https://riyasewana.com/buy/daihatsu-mira-l-sale-gampaha-11235205
Chery QQ 2007 Car (Used),"Rs. 1,575,000",Chery,QQ,2007,82362,Manual,Petrol,812,https://riyasewana.com/buy/chery-qq-sale-panadura-11243017
Perodua Kelisa 2004 Car (Used),"Rs. 3,200,000",Perodua,Kelisa,2004,174000,Automatic,Petrol,1000,https://riyasewana.com/buy/perodua-kelisa-sale-gampaha-11236648
Honda Fit GP5 S Grade 2014 Car (Used),"Rs. 7,950,000",Honda,Fit GP5 S Grade,2014,139000,Automatic,Hybrid,1500,https://riyasewana.com/buy/honda-fit-gp5-sale-kotikawatta-11142591
Toyota Premio 2008 Car (Used),"Rs. 8,500,000",,,,,,,,https://riyasewana.com/buy/toyota-premio-sale-kandy-11235203
Nissan Pulsar 1998 Car (Used),"Rs. 3,025,000",Nissan,Pulsar,1998,175000,Automatic,Diesel,1900,https://riyasewana.com/buy/nissan-pulsar-sale-nuwara-eliya-11243015
Suzuki Maruti 2011 Car (Used),Negotiable,Suzuki,Maruti,2011,126000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-sale-kandy-11243010
Suzuki Wagon R FXS 2024 Car Unregistered (Recondition),"Rs. 7,000,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-dehiwala-mount-lavinia-11235197
Suzuki Wagon R 2014 Car (Used),"Rs. 5,500,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-11235195
Mercedes-Benz CLA 180 AMG Premium Plus 2017 Car (Used),Negotiable,Mercedes-Benz,CLA 180 AMG Premium Plus,2017,35480,Automatic,Petrol,1600,https://riyasewana.com/buy/mercedes-benz-cla-180-sale-colombo-11243008
Mercedes-Benz E200 2012 Car (Used),"Rs. 13,000,000",Mercedes-Benz,E200,2012,140000,Automatic,Diesel,2143,https://riyasewana.com/buy/mercedes-benz-e200-sale-gampaha-11246634
Suzuki Alto 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-moneragala-11235192
Toyota Corolla 2 1998 Car (Used),"Rs. 1,175,000 (Ongoing Lease)",Toyota,Corolla 2,1998,-,Manual,Petrol,1300,https://riyasewana.com/buy/toyota-corolla-2-sale-kottawa-11243005
Suzuki Maruti Sports Condition 2009 Car (Used),"Rs. 2,275,000",Suzuki,Maruti Sports Condition,2009,78000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-sports-sale-kurunegala-11243004
Nissan Y10 1999 Car (Used),"Rs. 2,590,000",Nissan,Y10,1999,250000,Automatic,Petrol,1300,https://riyasewana.com/buy/nissan-y10-sale-dompe-11243000
Toyota Vitz 2007 Car (Used),"Rs. 5,650,000",Toyota,Vitz,2007,165000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-sale-gampaha-11243007
Nissan March K12 2006 Car (Used),"Rs. 1,275,000 (Ongoing Lease)",Nissan,March K12,2006,-,Automatic,Petrol,1000,https://riyasewana.com/buy/nissan-march-k12-sale-kottawa-11242997
Toyota Starlet Turbo Fully Modified Red Perl Sub Woofer Mint 1996 Car (Used),"Rs. 3,375,000",Toyota,Starlet Turbo Fully Modified Red Perl Sub Woofer Mint,1996,145000,Automatic,Diesel,1500,https://riyasewana.com/buy/toyota-starlet-turbo-sale-kurunegala-11242994
Nissan FB14 1997 Car (Used),Negotiable,Nissan,FB14,1997,240000,Manual,Petrol,1500,https://riyasewana.com/buy/nissan-fb14-sale-kurunegala-11242989
Mazda 6 2013 Car (Used),"Rs. 11,600,000",Mazda,6,2013,113000,Automatic,Petrol,1500,https://riyasewana.com/buy/mazda-6-sale-embilipitiya-11242986
Suzuki Alto Lxi 2014 Car (Used),"Rs. 3,625,000",Suzuki,Alto Lxi,2014,96570,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-lxi-sale-nugegoda-11242985
Suzuki Alto Japan Hybrid X Limited 2023 Car (Used),"Rs. 7,170,000",Suzuki,Alto Japan Hybrid X Limited,2023,9000,Automatic,Hybrid,650,https://riyasewana.com/buy/suzuki-alto-japan-sale-kuliyapitiya-11242984
Toyota Prius 2nd Generation 2011 Car (Used),Negotiable (Ongoing Lease),Toyota,Prius 2nd Generation,2011,-,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-prius-2nd-sale-kottawa-11242980
Suzuki WAGON R FZ SAFETY 2017 Car (Used),"Rs. 6,390,000",Suzuki,WAGON R FZ SAFETY,2017,122000,Automatic,Hybrid,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-ja-ela-11242979
Mitsubishi Lancer C12 1985 Car (Used),Negotiable,Mitsubishi,Lancer C12,1985,225000,Manual,Petrol,1500,https://riyasewana.com/buy/mitsubishi-lancer-c12-sale-kandy-11242982
Daihatsu Mira 2001 Car (Used),"Rs. 2,975,000",Daihatsu,Mira,2001,168000,Manual,Petrol,1000,https://riyasewana.com/buy/daihatsu-mira-sale-gampaha-11242977
Daihatsu Mira 2015 Car (Used),"Rs. 4,990,000",Daihatsu,Mira,2015,107000,Automatic,Petrol,650,https://riyasewana.com/buy/daihatsu-mira-sale-kurunegala-11242970
Suzuki Alto 800 2015 Car (Used),"Rs. 3,690,000",Suzuki,Alto 800,2015,101164,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-800-sale-panadura-11242968
Toyota Axio 2016 Car (Used),"Rs. 11,600,000",Toyota,Axio,2016,91000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-axio-sale-colombo-11242971
Ford Laser Hatchback 1989 Car (Used),"Rs. 1,390,000",Ford,Laser Hatchback,1989,240000,Manual,Petrol,1500,https://riyasewana.com/buy/ford-laser-hatchback-sale-kesbewa-11242966
Nissan AD WAGON 1997 Car (Used),"Rs. 2,875,000",Nissan,AD WAGON,1997,160000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-ad-wagon-sale-gampaha-11242963
Toyota Allion 240 G Limited 2004 Car (Used),Negotiable,Toyota,Allion 240 G Limited,2004,155000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-allion-240-sale-kurunegala-11242949
Toyota Prius SLed 2013 Car (Used),"Rs. 10,700,000",Toyota,Prius SLed,2013,145000,Automatic,Electric,1790,https://riyasewana.com/buy/toyota-prius-sled-sale-gampaha-11242950
Suzuki MARUTI 800 2012 Car (Used),"Rs. 2,695,000",Suzuki,MARUTI 800,2012,148000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-800-sale-kuliyapitiya-11242940
Toyota Allion 2011 Car (Used),Negotiable,Toyota,Allion,2011,155000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-allion-sale-kadawatha-11242942
Mazda 323 1986 Car (Used),"Rs. 750,000",Mazda,323,1986,-,Manual,Petrol,1500,https://riyasewana.com/buy/mazda-323-sale-divulapitiya-11242936
Toyota Axio 161 G Grade 2012 Car (Used),"Rs. 8,975,000",Toyota,Axio 161 G Grade,2012,180000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-axio-161-sale-kottawa-11242938
Micro Panda 2012 Car (Used),"Rs. 2,625,000",Micro,Panda,2012,99000,Manual,Petrol,1000,https://riyasewana.com/buy/micro-panda-sale-panadura-11242924
Perodua Viva Elite 2011 Car (Used),Negotiable,Perodua,Viva Elite,2011,145000,Automatic,Petrol,-,https://riyasewana.com/buy/perodua-viva-elite-sale-padukka-11242933
Suzuki Wagon R 2008 Car (Used),Negotiable,Suzuki,Wagon R,2008,105500,Manual,Petrol,1000,https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-11242921
Toyota Prius 2010 Car (Used),"Rs. 7,850,000",Toyota,Prius,2010,105000,Automatic,Hybrid,1800,https://riyasewana.com/buy/toyota-prius-sale-gampaha-11242923
Suzuki Maruti 1981 Car (Used),"Rs. 590,000",Suzuki,Maruti,1981,-,Manual,Petrol,660,https://riyasewana.com/buy/suzuki-maruti-sale-kaduwela-11242917
Toyota Corsa 1996 Car (Used),"Rs. 2,975,000",Toyota,Corsa,1996,175880,Automatic,Petrol,1300,https://riyasewana.com/buy/toyota-corsa-sale-kandy-11242916
Nissan MARCH K12 2003 Car (Used),"Rs. 3,490,000",Nissan,MARCH K12,2003,163000,Automatic,Petrol,1000,https://riyasewana.com/buy/nissan-march-k12-sale-negombo-11242915
Nissan March K11 MIA 2001 Car (Used),"Rs. 895,000",Nissan,March K11 MIA,2001,172000,Automatic,Petrol,1000,https://riyasewana.com/buy/nissan-march-k11-sale-dehiwala-mount-lavinia-11242914
Suzuki Maruti 17162Km 2012 Car (Used),"Rs. 2,625,000",Suzuki,Maruti 17162Km,2012,17162,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-17162km-sale-colombo-11242907
Suzuki Maruti 800 2006 Car (Used),"Rs. 2,175,000",Suzuki,Maruti 800,2006,88000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-800-sale-embilipitiya-11242908
Nissan March K11 1997 Car (Used),"Rs. 2,675,000",Nissan,March K11,1997,170000,Manual,Petrol,1000,https://riyasewana.com/buy/nissan-march-k11-sale-horana-11242912
Hyundai I10 2016 Car (Used),"Rs. 5,050,000",,,,,,,,https://riyasewana.com/buy/hyundai-i10-sale-colombo-11243487
Chery QQ 2007 Car (Used),"Rs. 2,375,000",,,,,,,,https://riyasewana.com/buy/chery-qq-sale-gampaha-11235191
Suzuki Celerio 2018 Car (Used),"Rs. 6,150,000",,,,,,,,https://riyasewana.com/buy/suzuki-celerio-sale-dehiwala-mount-lavinia-11235593
Toyota Prius My Coordination SPECIAL EDITION 2013 Car (Used),"Rs. 9,975,000",,,,,,,,https://riyasewana.com/buy/toyota-prius-my-sale-kurunegala-11244260
Mazda 3 2014 Car (Used),"Rs. 9,850,000",,,,,,,,https://riyasewana.com/buy/mazda-3-sale-padukka-11199774
Toyota Vitz KSP90 2007 Car (Used),"Rs. 5,700,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-ksp90-sale-polgahawela-11235185
Honda City RS Turbo 2025 Car Unregistered (Recondition),"Rs. 13,850,000",,,,,,,,https://riyasewana.com/buy/honda-city-rs-sale-gampaha-11235182
Nissan WINGROAD 1999 Car (Used),"Rs. 3,495,000",,,,,,,,https://riyasewana.com/buy/nissan-wingroad-sale-malabe-11235180
Suzuki Alto 2011 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-horana-11235178
Nissan Wingroad 1998 Car (Used),"Rs. 2,475,000",,,,,,,,https://riyasewana.com/buy/nissan-wingroad-sale-kandy-11235177
Honda Insight ZE3 2012 Car (Used),"Rs. 7,950,000",,,,,,,,https://riyasewana.com/buy/honda-insight-ze3-sale-kandy-11235176
Toyota CE100 1993 Car (Used),"Rs. 2,745,000",,,,,,,,https://riyasewana.com/buy/toyota-ce100-sale-pannala-11235173
Perodua Viva Elite 2012 Car (Used),"Rs. 4,575,000",,,,,,,,https://riyasewana.com/buy/perodua-viva-elite-sale-kesbewa-11235175
Toyota Allion 2016 Car (Used),"Rs. 13,600,000",,,,,,,,https://riyasewana.com/buy/toyota-allion-sale-colombo-11235172
Suzuki Alto 2007 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-horana-11235168
Toyota Starlet EP82 1994 Car (Used),"Rs. 3,290,000",,,,,,,,https://riyasewana.com/buy/toyota-starlet-ep82-sale-kandy-11235166
Suzuki Alto 2015 Car (Used),"Rs. 3,595,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kaduwela-11235161
Suzuki Maruti 2006 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-horana-11235160
Honda Civic FD1 2006 Car (Used),"Rs. 6,450,000",,,,,,,,https://riyasewana.com/buy/honda-civic-fd1-sale-kandy-11235151
Suzuki Maruti 2006 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-horana-11235148
Toyota Belta 2008 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-belta-sale-kalutara-11235145
Suzuki Wagon R FZ 2017 Car (Used),"Rs. 6,250,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kuliyapitiya-11235132
Suzuki Maruti 2006 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-horana-11235138
Toyota Allion 260 G 2010 Car (Used),"Rs. 8,590,000",,,,,,,,https://riyasewana.com/buy/toyota-allion-260-sale-kandana-11235144
Toyota 110 2000 Car (Used),"Rs. 3,720,000",,,,,,,,https://riyasewana.com/buy/toyota-110-sale-embilipitiya-11235130
Toyota Premio G Superior 2015 Car (Used),"Rs. 14,000,000",,,,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-kurunegala-11235127
Austin Somerset 1952 Car (Used),"Rs. 1,350,000",,,,,,,,https://riyasewana.com/buy/austin-somerset-sale-gampola-11235123
Toyota Aqua 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-aqua-sale-colombo-11235122
Suzuki Maruti 800 2007 Car (Used),"Rs. 2,175,000",,,,,,,,https://riyasewana.com/buy/suzuki-maruti-800-sale-divulapitiya-11235114
Toyota Corolla AE110 1997 Car (Used),"Rs. 4,025,000",,,,,,,,https://riyasewana.com/buy/toyota-corolla-ae110-sale-maharagama-11235109
Mitsubishi Lancer CS3 GLX 2010 Car (Used),"Rs. 6,675,000",,,,,,,,https://riyasewana.com/buy/mitsubishi-lancer-cs3-sale-homagama-11235107
Nissan Sunny B211 1980 Car (Used),"Rs. 780,000",,,,,,,,https://riyasewana.com/buy/nissan-sunny-b211-sale-gampola-11235098
Toyota Carina AT 170 1993 Car (Used),"Rs. 2,600,000",,,,,,,,https://riyasewana.com/buy/toyota-carina-at-sale-gampaha-11235102
Nissan FB15 2000 Car (Used),"Rs. 3,950,000",,,,,,,,https://riyasewana.com/buy/nissan-fb15-sale-matale-11235097
Suzuki Alto 2010 Car (Used),"Rs. 2,975,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-matale-11235095
Mitsubishi Lancer Wagon 1978 Car (Used),"Rs. 870,000",,,,,,,,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-gampola-11235079
Nissan Almera 2025 Car (Used),"Rs. 11,550,000",,,,,,,,https://riyasewana.com/buy/nissan-almera-sale-matara-11235065
Nissan FB13 Anniversary 1990 Car (Used),"Rs. 2,390,000",,,,,,,,https://riyasewana.com/buy/nissan-fb13-anniversary-sale-kandy-11235062
Renault Kwid RXT 2016 Car (Used),"Rs. 3,550,000",,,,,,,,https://riyasewana.com/buy/renault-kwid-rxt-sale-homagama-11235058
Toyota Belta 2007 Car (Used),"Rs. 6,125,000",,,,,,,,https://riyasewana.com/buy/toyota-belta-sale-negombo-11235064
Toyota Prius S LED 2013 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-prius-s-sale-tangalle-11235056
Datsun Redi-GO 2016 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/datsun-redi-go-sale-dehiwala-mount-lavinia-11235034
Toyota Vitz KSP90 2008 Car (Used),"Rs. 5,350,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-ksp90-sale-kelaniya-11235029
Toyota Vitz KSP90 2007 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-vitz-ksp90-sale-nittambuwa-11235036
Honda Fit GE6 I-Vtec 2008 Car (Used),Negotiable,Honda,Fit GE6 I-Vtec,2008,149000,Automatic,Petrol,1300,https://riyasewana.com/buy/honda-fit-ge6-sale-nawala-11245673
Hyundai Accent 2001 Car (Used),"Rs. 2,395,000",Hyundai,Accent,2001,163250,Manual,Petrol,1300,https://riyasewana.com/buy/hyundai-accent-sale-kandy-11242905
Mazda 3 2014 Car (Used),"Rs. 9,850,000",Mazda,3,2014,131800,Automatic,Petrol,1600,https://riyasewana.com/buy/mazda-3-sale-padukka-11199774
Suzuki Wagon R FX Safety 2023 Car Unregistered (Recondition),"Rs. 7,350,000",Suzuki,Wagon R FX Safety,2023,4700,Automatic,Petrol,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-11239584
Suzuki Spacia 2023 Car Unregistered (Recondition),"Rs. 8,200,000",Suzuki,Spacia,2023,5380,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-spacia-sale-polgahawela-11229705
Suzuki Alto 800 2015 Car (Used),Negotiable,Suzuki,Alto 800,2015,116000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-800-sale-bandaragama-11242897
Toyota Aqua 2012 Car (Used),"Rs. 6,450,000",Toyota,Aqua,2012,205000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-aqua-sale-boralesgamuwa-11242892
Nissan Hb310 1980 Car (Used),"Rs. 800,000",Nissan,Hb310,1980,-,Manual,Petrol,1400,https://riyasewana.com/buy/nissan-hb310-sale-nittambuwa-11242891
Honda GP5 S Grade Safety 2013 Car (Used),"Rs. 7,500,000",Honda,GP5 S Grade Safety,2013,145000,Automatic,Hybrid,1500,https://riyasewana.com/buy/honda-gp5-s-sale-kadawatha-11242877
Toyota Axio 2013 Car (Used),"Rs. 8,450,000",Toyota,Axio,2013,171000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-axio-sale-matara-11242875
Nissan FB15 EX Saloon 2000 Car (Used),"Rs. 4,000,000",Nissan,FB15 EX Saloon,2000,153,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-fb15-ex-sale-chilaw-11242874
Daihatsu Mira 2024 Car (Used),"Rs. 6,290,000",Daihatsu,Mira,2024,2100,Automatic,Petrol,650,https://riyasewana.com/buy/daihatsu-mira-sale-boralesgamuwa-11242873
Mercedes-Benz CLA 200 AMG Premium Plus 2019 Car (Used),"Rs. 24,200,000",Mercedes-Benz,CLA 200 AMG Premium Plus,2019,34000,Automatic,Petrol,1332,https://riyasewana.com/buy/mercedes-benz-cla-200-sale-nugegoda-11242868
Toyota Belta 2009 Car (Used),"Rs. 6,180,000",Toyota,Belta,2009,146000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-belta-sale-kurunegala-11242863
Mitsubishi Lancer C12v 1987 Car (Used),"Rs. 975,000",Mitsubishi,Lancer C12v,1987,-,Manual,Petrol,1500,https://riyasewana.com/buy/mitsubishi-lancer-c12v-sale-colombo-11242861
Suzuki Swift Japan 2010 Car (Used),"Rs. 5,600,000",Suzuki,Swift Japan,2010,145000,Automatic,Petrol,1300,https://riyasewana.com/buy/suzuki-swift-japan-sale-negombo-11242847
Mitsubishi Ck1 Lancer 1999 Car (Used),"Rs. 3,925,000",Mitsubishi,Ck1 Lancer,1999,195000,Manual,Petrol,1300,https://riyasewana.com/buy/mitsubishi-ck1-lancer-sale-kurunegala-11242845
Toyota Ce96 Corolla 1988 Car (Used),"Rs. 2,415,000",Toyota,Ce96 Corolla,1988,333333,Manual,Diesel,1850,https://riyasewana.com/buy/toyota-ce96-corolla-sale-eheliyagoda-11242840
Toyota Vitz Safaty 2017 Car (Used),"Rs. 7,400,000",Toyota,Vitz Safaty,2017,106000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-safaty-sale-gampaha-11242841
Micro Panda 2011 Car (Used),"Rs. 2,290,000",Micro,Panda,2011,82000,Manual,Petrol,1300,https://riyasewana.com/buy/micro-panda-sale-gampola-11242830
Nissan Roox S PRO G TURBO 2023 Car Unregistered (Recondition),"Rs. 8,650,000",Nissan,Roox S PRO G TURBO,2023,12500,Automatic,Petrol,650,https://riyasewana.com/buy/nissan-roox-s-sale-gampaha-11242833
Toyota Vitz U Grade 1999 Car (Used),"Rs. 3,725,000",Toyota,Vitz U Grade,1999,240000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-u-sale-colombo-11242825
Toyota Corolla AE110 1996 Car (Used),"Rs. 3,875,000",Toyota,Corolla AE110,1996,190000,Automatic,Petrol,1490,https://riyasewana.com/buy/toyota-corolla-ae110-sale-kuliyapitiya-11242824
